,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0,0.0,0.5,1.0,1.5,1.1622776985168457,1.690415859222412,1.4142135381698608,1.0,1.0,2.0,3.082206964492798,1.898979663848877,2.2360680103302,2.0,1.1622776985168457,3.316624879837036,2.9160799980163574,0.0,1.690415859222412,0.5,0.5,2.385164737701416,1.7416574954986572,1.242640495300293,1.4641015529632568,1.582575798034668,1.5,0.46410155296325684,1.0,1.0,1.1622776985168457,1.0,1.0,1.6055512428283691,1.1180340051651,0.5,3.316624879837036,2.830951690673828,1.1622776985168457,1.0,1.123105525970459,1.0,1.1622776985168457,1.0,0.5,1.7320507764816284,1.5,1.2247449159622192,1.1180340051651,0.5,0.5,1.3166248798370361,1.7416574954986572,1.123105525970459,0.6457512378692627,1.0,1.0,2.0,1.898979663848877,0.5,1.1622776985168457,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,2.5677642822265625,2.0990195274353027,2.385164737701416,1.8027756214141846,0.5,1.0,3.0,2.0990195274353027,2.1213202476501465,1.582575798034668,1.5,0.6055512428283691,2.2360680103302,2.291287899017334,2.0,1.0,1.0,1.0,0.7639319896697998,1.0,1.5,0.5,1.0,1.5,1.7416574954986572,1.123105525970459,2.385164737701416,0.8284270763397217,0.7639319896697998,1.0,0.5857864618301392,1.0,1.0,1.5,1.1180340051651,1.5,1.5,1.5,0.5857864618301392,1.0,1.4721360206604004,1.0,1.0,1.242640495300293,0.5,1.2247449159622192,0.5,1.0,1.5,0.5,1.0,1.658312439918518,2.385164737701416,1.1622776985168457,1.3588991165161133,3.240370273590088,1.1622776985168457,1.6055512428283691,1.690415859222412,1.0,2.5677642822265625,2.1961522102355957,1.0,1.658312439918518,1.0,1.4721360206604004,2.2360680103302,1.898979663848877,1.690415859222412,1.4142135381698608,1.2247449159622192,2.0990195274353027,1.0,2.0,1.6055512428283691,1.872983455657959,1.1622776985168457,1.690415859222412,2.0,0.6055512428283691,2.2360680103302
1,0.5,0.0,1.0,1.5,1.1622776985168457,1.5281381607055664,1.4142135381698608,1.0,1.1622776985168457,1.872983455657959,3.00213623046875,1.7367019653320312,2.2360680103302,1.8377223014831543,1.1622776985168457,3.316624879837036,2.7538022994995117,0.5,1.5281381607055664,0.5,0.7071067690849304,2.2228870391845703,1.7416574954986572,1.0803627967834473,1.4641015529632568,1.4202980995178223,1.5,0.5,1.1622776985168457,1.0,1.1622776985168457,1.0,1.0,1.6055512428283691,1.1180340051651,0.5,3.316624879837036,2.6686739921569824,1.1622776985168457,1.0,0.9608278274536133,1.0,1.1622776985168457,1.0,0.2360680103302002,1.7320507764816284,1.5,1.2247449159622192,1.1180340051651,0.7071067690849304,0.2360680103302002,1.3166248798370361,1.7416574954986572,1.0,0.6457512378692627,1.1622776985168457,1.0,2.0,1.7367019653320312,0.5,1.1622776985168457,1.0,0.0,1.0,0.5,1.0,1.0,0.7071067690849304,1.1622776985168457,2.405486583709717,2.0,2.2228870391845703,1.8027756214141846,0.2360680103302002,1.0,2.8377223014831543,2.0,2.1213202476501465,1.4202980995178223,1.5811388492584229,0.5,2.2360680103302,2.291287899017334,2.0,1.0,1.0,1.0,0.9262096881866455,1.1622776985168457,1.5811388492584229,0.5,1.0,1.5811388492584229,1.7416574954986572,1.1180340051651,2.2228870391845703,0.8284270763397217,0.9262096881866455,1.1622776985168457,0.7071067690849304,1.1622776985168457,1.0,1.5,1.1180340051651,1.5,1.5,1.5,0.5857864618301392,1.0,1.3098583221435547,1.1622776985168457,1.0,1.0803627967834473,0.5,1.2247449159622192,0.4494898319244385,1.0,1.5,0.5,1.1622776985168457,1.658312439918518,2.2228870391845703,1.1622776985168457,1.3166248798370361,3.240370273590088,1.1622776985168457,1.6055512428283691,1.5281381607055664,1.0,2.405486583709717,2.03387451171875,1.0,1.658312439918518,1.0,1.3098583221435547,2.2360680103302,1.7367019653320312,1.5281381607055664,1.4142135381698608,1.2247449159622192,1.936741828918457,1.0,1.8377223014831543,1.6055512428283691,1.872983455657959,1.1622776985168457,1.5281381607055664,2.0,0.5,2.2360680103302
2,1.0,1.0,0.0,1.5811388492584229,1.5811388492584229,1.5281381607055664,1.5,1.0,1.1622776985168457,1.9364917278289795,3.00213623046875,1.7367019653320312,2.2360680103302,1.8377223014831543,1.5811388492584229,3.316624879837036,2.7538022994995117,1.0,1.5281381607055664,1.1180340051651,1.0,2.2228870391845703,1.8708287477493286,1.5,1.7320507764816284,1.5811388492584229,1.5811388492584229,1.0,1.1622776985168457,0.333850622177124,1.5811388492584229,1.0,0.5793797969818115,1.8027756214141846,1.1180340051651,1.0,3.316624879837036,2.6686739921569824,1.5811388492584229,1.0,1.0,0.44327354431152344,1.5811388492584229,0.5,1.1180340051651,1.7320507764816284,1.5811388492584229,1.5,1.5,1.0,1.1180340051651,1.658312439918518,1.8708287477493286,0.9608278274536133,1.3228756189346313,1.1622776985168457,0.9262096881866455,2.0,1.8027756214141846,1.1180340051651,1.5811388492584229,0.333850622177124,1.0,1.5,1.0,0.0,1.5,1.0,1.1622776985168457,2.405486583709717,2.0,2.2228870391845703,1.8027756214141846,1.1180340051651,1.5,2.8377223014831543,2.0,2.1213202476501465,1.4202980995178223,1.5811388492584229,1.0,2.2360680103302,2.291287899017334,2.0,1.5,0.5793797969818115,0.0,1.0,1.1622776985168457,1.5811388492584229,1.0,0.0,1.5811388492584229,1.8708287477493286,1.5,2.2228870391845703,1.4142135381698608,1.0,1.1622776985168457,0.7071067690849304,1.1622776985168457,0.0,1.5,1.5,1.5811388492584229,1.7320507764816284,1.5811388492584229,0.41421353816986084,1.1180340051651,1.5811388492584229,1.1622776985168457,1.1180340051651,1.0803627967834473,1.0,1.3228756189346313,1.2247449159622192,0.333850622177124,1.5,1.1180340051651,1.1622776985168457,1.8027756214141846,2.2228870391845703,1.5811388492584229,1.658312439918518,3.240370273590088,1.5811388492584229,1.8027756214141846,1.5281381607055664,0.0,2.405486583709717,2.03387451171875,1.1180340051651,1.658312439918518,0.5,1.5811388492584229,2.2360680103302,1.7367019653320312,1.5281381607055664,1.5,1.5,1.936741828918457,1.1180340051651,1.8377223014831543,1.8027756214141846,1.9364917278289795,1.5811388492584229,1.5281381607055664,2.0,1.1180340051651,2.2360680103302
3,1.5,1.5,1.5811388492584229,0.0,1.5,1.5,1.0,1.5,1.872983455657959,1.5,2.2914304733276367,1.5811388492584229,1.5,1.5,1.5,2.7602663040161133,2.0430965423583984,1.5,1.5,1.5,1.5,1.512181282043457,1.5,1.5,1.0,1.5,1.0,1.5,1.872983455657959,1.5811388492584229,1.0,1.5,1.5811388492584229,1.5,1.5,1.5,2.7602663040161133,1.9579682350158691,1.5,1.5,1.5,1.5811388492584229,1.0,1.5811388492584229,1.5,0.5505101680755615,1.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5811388492584229,1.5,1.872983455657959,1.6369154453277588,1.5,1.5,1.5,1.5,1.5811388492584229,1.5,1.5,1.5,1.5811388492584229,1.5,1.5,1.872983455657959,1.6947808265686035,1.5,1.512181282043457,1.5,1.5,1.5,2.127016544342041,1.5,1.5,1.5,1.9364917278289795,1.5,1.3098583221435547,1.5,0.8377223014831543,1.5,1.5811388492584229,1.5811388492584229,1.6369154453277588,1.872983455657959,1.9364917278289795,1.5,1.5811388492584229,1.9364917278289795,0.7639319896697998,1.5,1.5811388492584229,1.5,1.6369154453277588,1.872983455657959,1.5811388492584229,1.872983455657959,1.5811388492584229,1.0,1.0,1.5,0.30182385444641113,0.7639319896697998,1.5811388492584229,1.5,1.5,1.872983455657959,1.5,1.5,1.5,1.5,1.5,1.5811388492584229,1.5,1.5,1.872983455657959,1.0,1.5811388492584229,1.5,1.5,2.607757091522217,1.5,1.5,1.5,1.5811388492584229,1.6947808265686035,1.5,1.5,1.0,1.5811388492584229,1.5,1.5,1.5,1.5811388492584229,0.7107057571411133,1.5,1.5,1.2679492235183716,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
4,1.1622776985168457,1.1622776985168457,1.5811388492584229,1.5,0.0,1.0,1.0,1.1622776985168457,2.0,1.0,2.1644139289855957,1.5811388492584229,2.1794495582580566,1.0,0.8377223014831543,2.6332497596740723,1.9160799980163574,1.1622776985168457,0.6904158592224121,1.0,1.1622776985168457,1.385164737701416,1.0,1.0,1.0,0.582575798034668,1.0,1.1622776985168457,2.0,1.5811388492584229,1.0,1.1622776985168457,1.5811388492584229,1.0,1.0,1.1622776985168457,2.6332497596740723,1.8309516906738281,1.0,1.5505101680755615,1.1622776985168457,1.5811388492584229,1.0,1.5811388492584229,1.0,1.4641015529632568,1.0,0.5,0.8377223014831543,1.1622776985168457,1.0,0.2679492235183716,1.0,1.5811388492584229,1.0,2.0,1.7639319896697998,1.872983455657959,1.0,1.1715729236602783,0.5358984470367432,1.5811388492584229,1.1622776985168457,0.8377223014831543,1.1622776985168457,1.5811388492584229,1.0,1.1622776985168457,2.0,1.5677642822265625,1.0990195274353027,1.385164737701416,1.6055512428283691,1.0,1.0,2.0,1.0990195274353027,1.1622776985168457,0.9262096881866455,2.0,1.1622776985168457,2.0615527629852295,1.4202980995178223,1.1180340051651,1.0,1.5811388492584229,1.5811388492584229,1.7639319896697998,2.0,2.0,1.1622776985168457,1.5811388492584229,2.0,1.1622776985168457,0.2360680103302002,1.5811388492584229,1.0,1.7639319896697998,2.0,1.5811388492584229,2.0,1.5811388492584229,1.0,1.0,1.0,1.5,1.1180340051651,1.5811388492584229,0.9262096881866455,1.0,2.0,0.9262096881866455,1.1622776985168457,1.1622776985168457,0.6833751201629639,1.0,1.5811388492584229,1.0,1.0,2.0,1.3166248798370361,1.5811388492584229,0.5,0.41421353816986084,2.480740547180176,1.0,0.5,1.0,1.5811388492584229,1.5677642822265625,1.1961522102355957,1.0,1.3166248798370361,1.5811388492584229,1.0,1.3098583221435547,1.1622776985168457,1.5811388492584229,1.2247449159622192,0.5,1.0990195274353027,0.9262096881866455,1.0,1.0,1.0,1.0,1.0,0.8377223014831543,1.0,1.3098583221435547
5,1.690415859222412,1.5281381607055664,1.5281381607055664,1.5,1.0,0.0,1.4142135381698608,1.5281381607055664,2.345207929611206,1.6369154453277588,1.4739980697631836,1.1180340051651,2.2360680103302,1.0,1.5281381607055664,1.9428339004516602,2.2360680103302,1.690415859222412,1.1180340051651,1.690415859222412,1.5281381607055664,1.5,1.505589485168457,0.7639319896697998,1.3228756189346313,1.0,1.5,1.2263143062591553,2.345207929611206,1.8619887828826904,1.0,1.5281381607055664,1.1180340051651,1.369483232498169,1.690415859222412,1.690415859222412,1.9428339004516602,1.369483232498169,1.5281381607055664,2.2409260272979736,0.5673103332519531,1.1180340051651,1.1180340051651,1.1180340051651,1.690415859222412,1.7320507764816284,1.5,1.2247449159622192,1.5281381607055664,1.5281381607055664,1.690415859222412,1.080556869506836,1.505589485168457,1.1180340051651,1.690415859222412,2.345207929611206,2.345207929611206,1.9364917278289795,1.369483232498169,1.8619887828826904,1.2263143062591553,1.8619887828826904,1.5281381607055664,1.5281381607055664,1.690415859222412,1.5281381607055664,1.5281381607055664,1.690415859222412,2.345207929611206,1.505589485168457,1.7639319896697998,1.0,1.8027756214141846,1.5281381607055664,1.084864616394043,2.4494898319244385,1.7639319896697998,2.0065724849700928,1.1180340051651,2.345207929611206,1.084864616394043,2.2360680103302,2.291287899017334,1.7639319896697998,1.690415859222412,1.1180340051651,1.5281381607055664,2.345207929611206,2.345207929611206,2.345207929611206,1.373790979385376,1.5281381607055664,2.345207929611206,1.5811388492584229,1.1180340051651,1.1180340051651,1.690415859222412,2.345207929611206,2.345207929611206,1.690415859222412,2.345207929611206,1.5281381607055664,1.5,1.1180340051651,1.5,1.5,1.5,1.5281381607055664,1.373790979385376,0.9262096881866455,2.345207929611206,1.0,0.44777536392211914,1.690415859222412,1.373790979385376,1.5281381607055664,1.8619887828826904,1.690415859222412,1.690415859222412,2.345207929611206,1.658312439918518,1.1180340051651,1.0,1.080556869506836,1.7903246879577637,1.5281381607055664,1.369483232498169,0.0,1.5281381607055664,1.7639319896697998,1.7639319896697998,1.690415859222412,1.658312439918518,1.690415859222412,0.9262096881866455,2.2360680103302,0.5,1.1180340051651,1.5281381607055664,1.2247449159622192,1.0,1.5281381607055664,1.0,1.369483232498169,1.6369154453277588,0.9262096881866455,0.0,1.7639319896697998,1.084864616394043,2.2360680103302
6,1.4142135381698608,1.4142135381698608,1.5,1.0,1.0,1.4142135381698608,0.0,1.0,1.4142135381698608,1.6833751201629639,2.8477890491485596,1.5823547840118408,1.8795273303985596,1.6833751201629639,1.0,3.316624879837036,2.5994551181793213,1.4142135381698608,1.373790979385376,1.4142135381698608,1.4142135381698608,2.06853985786438,1.4142135381698608,1.4142135381698608,0.5563585758209229,1.2659509181976318,0.6833751201629639,1.4142135381698608,1.4142135381698608,1.5,0.8284270763397217,1.0,1.5,1.4142135381698608,1.0,1.4142135381698608,3.316624879837036,2.514326810836792,1.4142135381698608,1.0,1.4142135381698608,1.5,0.5923590660095215,1.5,1.4142135381698608,0.6356744766235352,0.6833751201629639,1.0,0.5923590660095215,1.4142135381698608,1.4142135381698608,1.0963762998580933,1.4142135381698608,1.5,1.4142135381698608,1.5,1.5,1.0445563793182373,1.5823547840118408,1.4142135381698608,1.0,1.5,1.4142135381698608,1.0,1.4142135381698608,1.5,1.4142135381698608,1.4142135381698608,1.4142135381698608,2.2511394023895264,1.7823946475982666,2.06853985786438,1.0,1.4142135381698608,1.4142135381698608,2.683375120162964,1.7823946475982666,1.6833751201629639,1.2659509181976318,1.658312439918518,1.4142135381698608,1.6833751201629639,1.582575798034668,1.1555111408233643,1.4142135381698608,1.5,1.5,1.0963762998580933,1.5,1.658312439918518,1.4142135381698608,1.5,1.658312439918518,1.1555111408233643,1.0,2.06853985786438,1.4142135381698608,1.4142135381698608,1.5,1.5,1.5,1.5,0.5563585758209229,0.6833751201629639,1.0,1.0,0.6833751201629639,1.5,1.0,1.4142135381698608,1.5,0.8284270763397217,1.4142135381698608,1.4142135381698608,1.0,1.4142135381698608,1.5,0.5857864618301392,1.4142135381698608,1.5,0.6055512428283691,2.06853985786438,1.0,1.0422742366790771,3.1641156673431396,1.4142135381698608,1.0,1.4142135381698608,1.5,2.2511394023895264,1.8795273303985596,1.0,1.2659509181976318,1.5,1.4142135381698608,1.4721360206604004,1.5823547840118408,1.5,0.4494898319244385,1.0,1.7823946475982666,0.8284270763397217,1.6833751201629639,1.4142135381698608,1.0,1.4142135381698608,1.4142135381698608,1.373790979385376,1.4142135381698608,1.6833751201629639
7,1.0,1.0,1.0,1.5,1.1622776985168457,1.5281381607055664,1.0,0.0,1.1622776985168457,1.872983455657959,3.00213623046875,1.7367019653320312,2.2360680103302,1.8377223014831543,1.1622776985168457,3.316624879837036,2.7538022994995117,1.0,1.5281381607055664,1.0,0.5857864618301392,2.2228870391845703,1.7416574954986572,1.0803627967834473,1.4641015529632568,1.4202980995178223,1.1622776985168457,1.0,1.1622776985168457,1.0,1.1622776985168457,0.0,1.0,1.6055512428283691,0.2360680103302002,1.0,3.316624879837036,2.6686739921569824,1.1622776985168457,0.7127878665924072,1.0,1.0,1.1622776985168457,1.0,1.0,1.4641015529632568,1.1622776985168457,1.0,1.0,0.5857864618301392,1.0,1.3166248798370361,1.7416574954986572,1.0,1.0,1.1622776985168457,1.0,2.0,1.7367019653320312,1.0,1.1622776985168457,1.0,1.0,1.0,1.0,1.0,1.0,0.5857864618301392,1.1622776985168457,2.405486583709717,2.0,2.2228870391845703,1.6055512428283691,1.0,1.0,2.8377223014831543,2.0,2.1213202476501465,1.4202980995178223,1.5811388492584229,1.0,2.2360680103302,2.291287899017334,2.0,1.0,1.0,1.0,0.9262096881866455,1.1622776985168457,1.5811388492584229,1.0,1.0,1.5811388492584229,1.7416574954986572,1.0,2.2228870391845703,0.8284270763397217,1.0,1.1622776985168457,0.5857864618301392,1.1622776985168457,1.0,1.0,1.0,1.1622776985168457,1.5,1.1622776985168457,1.0,0.5,1.3098583221435547,1.1622776985168457,0.7071067690849304,1.0803627967834473,1.0,0.6457512378692627,1.0,1.0,1.0,1.0,1.1622776985168457,1.6055512428283691,2.2228870391845703,1.1622776985168457,1.3166248798370361,3.240370273590088,1.1622776985168457,1.6055512428283691,1.5281381607055664,1.0,2.405486583709717,2.03387451171875,0.2360680103302002,1.4202980995178223,1.0,1.3098583221435547,2.2360680103302,1.7367019653320312,1.5281381607055664,1.2247449159622192,1.0,1.936741828918457,0.8660253882408142,1.8377223014831543,1.6055512428283691,1.872983455657959,1.1622776985168457,1.5281381607055664,2.0,1.0,2.2360680103302
8,1.0,1.1622776985168457,1.1622776985168457,1.872983455657959,2.0,2.345207929611206,1.4142135381698608,1.1622776985168457,0.0,2.5,3.082206964492798,2.4494898319244385,2.598076105117798,2.5,1.1622776985168457,3.316624879837036,2.9580399990081787,1.0,2.345207929611206,1.0,1.1622776985168457,2.692582368850708,2.0,2.1213202476501465,1.872983455657959,2.291287899017334,2.0,1.4641015529632568,0.0,1.0,1.7416574954986572,1.1622776985168457,1.7416574954986572,1.7416574954986572,1.1180340051651,1.0,3.316624879837036,2.915475845336914,1.1622776985168457,1.0,2.0615527629852295,1.6055512428283691,1.6055512428283691,1.6055512428283691,1.0,1.7320507764816284,2.0,2.0615527629852295,1.1622776985168457,1.1622776985168457,1.0,2.0615527629852295,2.0,2.0615527629852295,1.0,0.5857864618301392,1.0,2.0615527629852295,2.4494898319244385,0.8284270763397217,1.4641015529632568,1.0,1.1622776985168457,1.1622776985168457,1.0,1.1622776985168457,1.1622776985168457,1.0,0.0,2.7838821411132812,2.5495097637176514,2.692582368850708,1.8027756214141846,1.1622776985168457,1.6055512428283691,3.0,2.5495097637176514,2.5,2.291287899017334,1.0,1.6055512428283691,2.5,2.291287899017334,2.2360680103302,1.0,1.7416574954986572,1.1622776985168457,0.7320507764816284,0.5857864618301392,1.0,1.3166248798370361,1.1622776985168457,1.0,2.2360680103302,2.0615527629852295,2.692582368850708,1.0,0.2360680103302002,1.0,1.0,1.0,1.1622776985168457,1.872983455657959,2.0,2.0,2.0,2.0,1.1622776985168457,1.3166248798370361,2.2360680103302,1.0,1.7416574954986572,2.1213202476501465,1.0,1.3166248798370361,1.1622776985168457,1.0,1.5,1.0,1.0,1.7416574954986572,2.692582368850708,2.0,2.1794495582580566,3.240370273590088,1.1622776985168457,2.0615527629852295,2.345207929611206,1.1622776985168457,2.7838821411132812,2.598076105117798,1.0,2.291287899017334,1.0,2.2360680103302,2.291287899017334,2.4494898319244385,2.345207929611206,1.4142135381698608,2.0615527629852295,2.5495097637176514,1.1622776985168457,2.5,1.6055512428283691,2.0,2.0,2.345207929611206,2.345207929611206,1.6055512428283691,2.5
9,2.0,1.872983455657959,1.9364917278289795,1.5,1.0,1.6369154453277588,1.6833751201629639,1.872983455657959,2.5,0.0,1.6369154453277588,1.9364917278289795,2.1794495582580566,0.872983455657959,1.8377223014831543,1.6332497596740723,1.0,2.0,1.2272322177886963,2.0,1.872983455657959,1.0,1.0,1.0,1.127016544342041,0.7107057571411133,1.0,1.872983455657959,2.5,2.1715729236602783,1.2583425045013428,1.872983455657959,1.9364917278289795,1.2583425045013428,2.0,2.0,1.6332497596740723,1.0,1.8377223014831543,2.5,1.872983455657959,1.9364917278289795,1.3944487571716309,1.9364917278289795,2.0,1.4641015529632568,1.0,0.876894474029541,1.8377223014831543,1.872983455657959,2.0,0.876894474029541,1.0,1.9364917278289795,2.0,2.5,2.5,1.872983455657959,1.0,2.1715729236602783,1.5358984470367432,2.1715729236602783,1.872983455657959,1.8377223014831543,2.0,1.9364917278289795,1.8377223014831543,2.0,2.5,1.5,0.5,0.7107057571411133,1.6055512428283691,1.8377223014831543,1.3944487571716309,1.025996208190918,0.12701654434204102,1.1622776985168457,1.6369154453277588,2.5,1.872983455657959,2.0615527629852295,1.0,1.1180340051651,2.0,1.9364917278289795,1.9364917278289795,2.5,2.5,2.5,1.872983455657959,1.9364917278289795,2.5,1.1622776985168457,0.876894474029541,1.9364917278289795,2.0,2.5,2.5,2.0,2.5,1.9364917278289795,1.127016544342041,1.0,1.0,1.5,1.1180340051651,1.9364917278289795,1.6833751201629639,1.0,2.5,1.6369154453277588,1.872983455657959,2.0,1.6833751201629639,1.8377223014831543,2.1715729236602783,2.0,2.0,2.5,1.3166248798370361,1.9364917278289795,1.0,0.6411008834838867,1.872983455657959,1.8377223014831543,0.876894474029541,1.6369154453277588,1.9364917278289795,1.0,0.5,2.0,1.3166248798370361,2.0,1.0,0.5991525650024414,1.872983455657959,1.9364917278289795,1.8377223014831543,0.876894474029541,0.872983455657959,1.8377223014831543,0.872983455657959,1.3944487571716309,1.0,1.0,1.6369154453277588,0.41421353816986084,1.6369154453277588,1.0
